global_step,epoch,loss_total,loss_student_ce,loss_teacher_ce,loss_align
0,0,5.433322429656982,2.4740097522735596,2.4328296184539795,0.5264831185340881
0,0,6.1887006759643555,2.8829288482666016,2.9886398315429688,0.31713202595710754
0,0,5.991486549377441,2.617783546447754,2.7378158569335938,0.6358872652053833
0,0,6.006296157836914,2.7608630657196045,2.7671401500701904,0.478292852640152
0,0,4.352182865142822,2.070047378540039,2.20241379737854,0.07972193509340286
0,0,5.7827863693237305,2.8317506313323975,2.7887141704559326,0.16232149302959442
0,0,3.382601022720337,1.5927917957305908,1.5763226747512817,0.21348652243614197
0,0,6.8963165283203125,3.0329573154449463,3.1304545402526855,0.7329042553901672
1,0.0020991865652059826,4.064605712890625,1.8850852251052856,1.915506362915039,0.2640143930912018
1,0.0020991865652059826,5.779155731201172,2.789475440979004,2.820396661758423,0.16928404569625854
1,0.0020991865652059826,5.241098403930664,2.3911077976226807,2.6327221393585205,0.21726855635643005
1,0.0020991865652059826,7.2280802726745605,3.510679244995117,3.6731629371643066,0.0442378893494606
1,0.0020991865652059826,5.6361565589904785,2.754284620285034,2.843736410140991,0.03813570737838745
1,0.0020991865652059826,7.643089771270752,3.794511079788208,3.7898929119110107,0.058685705065727234
1,0.0020991865652059826,6.296029567718506,3.0445010662078857,3.2277653217315674,0.023763395845890045
1,0.0020991865652059826,9.003607749938965,4.368295669555664,4.61613130569458,0.01918131485581398
2,0.004198373130411965,5.192715644836426,2.5706844329833984,2.5084567070007324,0.11357428878545761
2,0.004198373130411965,7.199728012084961,3.2601029872894287,3.2550618648529053,0.684563159942627
2,0.004198373130411965,5.728410243988037,2.652998685836792,2.61191725730896,0.4634943902492523
2,0.004198373130411965,5.0052490234375,2.4392402172088623,2.4821884632110596,0.08382021635770798
2,0.004198373130411965,6.793315410614014,3.306067943572998,3.456345796585083,0.030901528894901276
2,0.004198373130411965,5.6997294425964355,2.7702794075012207,2.6965866088867188,0.23286327719688416
2,0.004198373130411965,4.3076934814453125,2.253303289413452,2.0543904304504395,0.0
2,0.004198373130411965,6.122928142547607,2.7914788722991943,2.8251001834869385,0.5063492655754089
3,0.006297559695617948,4.765815258026123,2.303481340408325,2.4261341094970703,0.03620007634162903
3,0.006297559695617948,5.52852201461792,2.360659122467041,2.4246809482574463,0.743181586265564
3,0.006297559695617948,6.842132568359375,3.306171178817749,3.5188636779785156,0.017097489908337593
3,0.006297559695617948,6.065118789672852,2.909059524536133,3.02034330368042,0.13571599125862122
3,0.006297559695617948,7.303696632385254,3.549290180206299,3.700413227081299,0.05399342626333237
3,0.006297559695617948,9.114408493041992,4.424468040466309,4.6558685302734375,0.03407233580946922
3,0.006297559695617948,7.847625255584717,3.2852799892425537,3.2707982063293457,1.291547179222107
3,0.006297559695617948,4.952009677886963,2.449657917022705,2.3785293102264404,0.12382259964942932
4,0.00839674626082393,6.7804179191589355,3.1996843814849854,3.5256154537200928,0.05511806160211563
4,0.00839674626082393,5.8132123947143555,2.4383163452148438,2.4296634197235107,0.9452323913574219
4,0.00839674626082393,6.44187593460083,3.1685333251953125,3.253966808319092,0.01937597617506981
4,0.00839674626082393,4.256039619445801,2.2044005393981934,2.0370774269104004,0.014561629854142666
4,0.00839674626082393,5.238110542297363,2.475217342376709,2.4822449684143066,0.2806483209133148
4,0.00839674626082393,5.55084228515625,2.5311858654022217,2.5185089111328125,0.5011470913887024
4,0.00839674626082393,9.025405883789062,4.407934665679932,4.5865583419799805,0.0309126153588295
4,0.00839674626082393,4.0301079750061035,1.9625704288482666,1.848851203918457,0.21868643164634705
5,0.010495932826029914,6.086126327514648,2.8989744186401367,2.8557136058807373,0.3314383029937744
5,0.010495932826029914,7.363957405090332,3.636885643005371,3.665255069732666,0.061816565692424774
5,0.010495932826029914,4.059856414794922,2.0296523571014404,1.9089909791946411,0.12121313810348511
5,0.010495932826029914,7.677812099456787,3.684239625930786,3.9675674438476562,0.026005199179053307
5,0.010495932826029914,7.731435298919678,3.8419134616851807,3.8413877487182617,0.04813427850604057
5,0.010495932826029914,4.707399845123291,2.275888681411743,2.145800828933716,0.2857101857662201
5,0.010495932826029914,5.809079647064209,2.8328115940093994,2.964454412460327,0.0118138138204813
5,0.010495932826029914,5.87877082824707,2.4609599113464355,2.4142518043518066,1.0035591125488281
6,0.012595119391235896,6.3857903480529785,2.926180362701416,2.960825204849243,0.49878448247909546
6,0.012595119391235896,4.733931541442871,2.3395040035247803,2.3530690670013428,0.04135823994874954
6,0.012595119391235896,5.769883155822754,2.87929105758667,2.8614249229431152,0.02916731685400009
6,0.012595119391235896,6.08279275894165,2.7842345237731934,2.6930506229400635,0.6055073738098145
6,0.012595119391235896,5.949896812438965,2.6960484981536865,2.678375005722046,0.5754731893539429
6,0.012595119391235896,5.824888706207275,2.7241671085357666,2.6356148719787598,0.4651065170764923
6,0.012595119391235896,5.382665157318115,2.6779351234436035,2.5954620838165283,0.10926780104637146
6,0.012595119391235896,7.126486301422119,3.4638593196868896,3.615222454071045,0.047404855489730835
7,0.014694305956441878,3.8820574283599854,1.8373030424118042,1.729371190071106,0.31538328528404236
7,0.014694305956441878,5.8128156661987305,2.7588396072387695,2.7050905227661133,0.34888559579849243
7,0.014694305956441878,6.626520156860352,3.2853939533233643,3.3126468658447266,0.028479477390646935
7,0.014694305956441878,4.73742151260376,2.311359405517578,2.226512908935547,0.19954942166805267
7,0.014694305956441878,5.708844184875488,2.8308937549591064,2.838373899459839,0.03957655280828476
7,0.014694305956441878,4.9998393058776855,2.4837257862091064,2.4809653759002686,0.03514837101101875
7,0.014694305956441878,7.407331466674805,3.6428701877593994,3.742680072784424,0.021781112998723984
7,0.014694305956441878,5.632587432861328,2.4984335899353027,2.381865978240967,0.7522876262664795
8,0.01679349252164786,5.6280903816223145,2.7805352210998535,2.7778995037078857,0.06965601444244385
8,0.01679349252164786,6.972832679748535,2.163886070251465,2.1745688915252686,2.6343774795532227
8,0.01679349252164786,5.8994550704956055,2.9359683990478516,2.9255685806274414,0.037917859852313995
8,0.01679349252164786,3.8161468505859375,1.8158241510391235,1.8138411045074463,0.18648137152194977
8,0.01679349252164786,3.8096654415130615,1.7750178575515747,1.6937897205352783,0.34085771441459656
8,0.01679349252164786,5.8013739585876465,2.8765182495117188,2.8787856101989746,0.04607018455862999
8,0.01679349252164786,3.0757641792297363,1.5570204257965088,1.5038005113601685,0.014943021349608898
8,0.01679349252164786,5.92395544052124,2.6830010414123535,2.852703332901001,0.3882506787776947
9,0.018892679086853843,4.361804962158203,1.963470458984375,1.8894215822219849,0.5089130997657776
9,0.018892679086853843,5.270602703094482,2.566476821899414,2.4946718215942383,0.20945394039154053
9,0.018892679086853843,5.6110310554504395,2.107262134552002,2.1568763256073,1.3468927145004272
9,0.018892679086853843,7.1552958488464355,3.5899388790130615,3.5312302112579346,0.03412698581814766
