global_step,epoch,loss_total,loss_student_ce,loss_align
0,0,0.667075514793396,0.547446608543396,0.11962890625
0,0,1.2001270055770874,1.1039355993270874,0.09619140625
0,0,1.9112437963485718,1.7916148900985718,0.11962890625
0,0,0.6094264388084412,0.5747584700584412,0.03466796875
0,0,0.7038426399230957,0.6345067024230957,0.0693359375
0,0,0.7258023023605347,0.6486538648605347,0.0771484375
0,0,0.7377365827560425,0.7008713483810425,0.036865234375
0,0,1.0152554512023926,0.9705777168273926,0.044677734375
0,0,0.9277313351631165,0.8632782101631165,0.064453125
0,0,0.8885504007339478,0.8277593851089478,0.060791015625
